meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
World Aquatics Championships - Doha 2024,47.53,15/02/2024,Men's 100m Freestyle LCM Male,CHN,People's Republic of China,"PAN, Zhanle",M,04/08/2004,,,18,20,958,Doha,QAT
2024 China National Swimming Championships,47.54,22/04/2024,Men's 100m Freestyle LCM Male,CHN,People's Republic of China,"PAN, Zhanle",M,04/08/2004,,,21,21,957,Shenzhen,CHN
2024 Bell Canadian Trials,47.55,16/05/2024,Men's 100m Freestyle LCM Male,CAN,Canada,"LIENDO, Josh",M,20/08/2002,,,22,22,957,Toronto,CAN
Olympic Games Paris 2024,47.57,30/07/2024,Men's 100m Freestyle LCM Male,USA,United States of America,"ALEXY, Jack",M,19/01/2003,,,23,23,955,Paris,FRA
Olympic Games Paris 2024,47.58,30/07/2024,Men's 100m Freestyle LCM Male,AUS,Australia,"CHALMERS, Kyle",M,25/06/1998,,,24,24,955,Paris,FRA
2024 U.S. Olympic Trials,47.59,18/06/2024,Men's 100m Freestyle LCM Male,USA,United States of America,"ARMSTRONG, Hunter",M,24/01/2001,,,25,25,954,Indianapolis,USA
Olympic Games Paris 2024,47.61,30/07/2024,Men's 100m Freestyle LCM Male,HUN,Hungary,"NEMETH, Nandor",M,19/11/1999,,,26,26,953,Paris,FRA
Olympic Games Paris 2024,47.63,30/07/2024,Men's 100m Freestyle LCM Male,FRA,France,"GROUSSET, Maxime",M,24/04/1999,,,27,27,952,Paris,FRA
2024 AUS Championships,47.63,20/04/2024,Men's 100m Freestyle LCM Male,AUS,Australia,"CHALMERS, Kyle",M,25/06/1998,,,27,28,952,Gold Coast,AUS
2024 U.S. Olympic Trials,47.65,18/06/2024,Men's 100m Freestyle LCM Male,USA,United States of America,"GUILIANO, Chris",M,25/06/2003,,,29,29,951,Indianapolis,USA
French Elite 2024,47.65,18/06/2024,Men's 100m Freestyle LCM Male,FRA,France,"GROUSSET, Maxime",M,24/04/1999,,,29,30,951,Chartres,FRA
Olympic Games Paris 2024,47.66,30/07/2024,Men's 100m Freestyle LCM Male,ROU,Romania,"POPOVICI, David",M,15/09/2004,,,31,31,950,Paris,FRA
LEN Championships 2024,47.66,19/06/2024,Men's 100m Freestyle LCM Male,SRB,Serbia,"BARNA, Andrej",M,06/03/1998,,,31,32,950,Belgrade,SRB
Olympic Games Paris 2024,47.67,27/07/2024,Men's 100m Freestyle LCM Male,USA,United States of America,"ALEXY, Jack",M,19/01/2003,,,33,33,949,Paris,FRA
Olympic Games Paris 2024,47.68,30/07/2024,Men's 100m Freestyle LCM Male,USA,United States of America,"ALEXY, Jack",M,19/01/2003,,,34,34,949,Paris,FRA
Olympic Games Paris 2024,47.70,30/07/2024,Men's 100m Freestyle LCM Male,FRA,France,"GROUSSET, Maxime",M,24/04/1999,,,35,35,948,Paris,FRA
Olympic Games Paris 2024,47.71,31/07/2024,Men's 100m Freestyle LCM Male,FRA,France,"GROUSSET, Maxime",M,24/04/1999,,,36,36,947,Paris,FRA
Olympic Games Paris 2024,47.72,30/07/2024,Men's 100m Freestyle LCM Male,USA,United States of America,"GUILIANO, Chris",M,25/06/2003,,,37,37,946,Paris,FRA
World Aquatics Championships - Doha 2024,47.72,15/02/2024,Men's 100m Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,02/10/1998,,,37,38,946,Doha,QAT
World Aquatics Championships - Doha 2024,47.73,14/02/2024,Men's 100m Freestyle LCM Male,CHN,People's Republic of China,"PAN, Zhanle",M,04/08/2004,,,39,39,946,Doha,QAT
Russian National Swimming Cup,47.74,27/07/2024,Men's 100m Freestyle LCM Male,NAB,Neutral Athletes B,"KORNEV, Egor",M,06/02/2004,,,40,40,945,Ekaterinburg,RUS
2024 AUS Olympic Trials,47.75,13/06/2024,Men's 100m Freestyle LCM Male,AUS,Australia,"CHALMERS, Kyle",M,25/06/1998,,,41,41,945,Brisbane,AUS
Olympic Games Paris 2024,47.76,27/07/2024,Men's 100m Freestyle LCM Male,HUN,Hungary,"NEMETH, Nandor",M,19/11/1999,,,42,42,944,Paris,FRA
2024 U.S. Olympic Trials,47.78,19/06/2024,Men's 100m Freestyle LCM Male,USA,United States of America,"ARMSTRONG, Hunter",M,24/01/2001,,,43,43,943,Indianapolis,USA
World Aquatics Championships - Doha 2024,47.78,15/02/2024,Men's 100m Freestyle LCM Male,HUN,Hungary,"NEMETH, Nandor",M,19/11/1999,,,43,44,943,Doha,QAT
2024 China National Swimming Championships,47.79,22/04/2024,Men's 100m Freestyle LCM Male,CHN,People's Republic of China,"PAN, Zhanle",M,04/08/2004,,,45,45,942,Shenzhen,CHN
Olympic Games Paris 2024,47.80,31/07/2024,Men's 100m Freestyle LCM Male,GER,Germany,"SALCHOW, Josha",M,02/07/1999,,,46,46,942,Paris,FRA
2024 Bell Canadian Trials,47.80,16/05/2024,Men's 100m Freestyle LCM Male,CAN,Canada,"LIENDO, Josh",M,20/08/2002,,,46,47,942,Toronto,CAN
Russian National Swimming Cup,47.82,28/07/2024,Men's 100m Freestyle LCM Male,NAB,Neutral Athletes B,"KORNEV, Egor",M,06/02/2004,,,48,48,940,Ekaterinburg,RUS
2024 U.S. Olympic Trials,47.82,19/06/2024,Men's 100m Freestyle LCM Male,USA,United States of America,"HELD, Ryan",M,27/06/1995,,,48,49,940,Indianapolis,USA
LEN Championships 2024,47.82,18/06/2024,Men's 100m Freestyle LCM Male,ROU,Romania,"POPOVICI, David",M,15/09/2004,,,48,50,940,Belgrade,SRB
2024 U.S. Olympic Trials,47.82,18/06/2024,Men's 100m Freestyle LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,48,51,940,Indianapolis,USA
RUS Championships 2024,47.82,19/04/2024,Men's 100m Freestyle LCM Male,NAB,Neutral Athletes B,"KORNEV, Egor",M,06/02/2004,,,48,52,940,Kazan,RUS
World Aquatics Championships - Doha 2024,47.82,15/02/2024,Men's 100m Freestyle LCM Male,GBR,Great Britain,"RICHARDS, Matthew",M,17/12/2002,,,48,53,940,Doha,QAT
World Aquatics Championships - Doha 2024,47.82,14/02/2024,Men's 100m Freestyle LCM Male,CHN,People's Republic of China,"PAN, Zhanle",M,04/08/2004,,,48,54,940,Doha,QAT
Olympic Games Paris 2024,47.83,27/07/2024,Men's 100m Freestyle LCM Male,GBR,Great Britain,"RICHARDS, Matthew",M,17/12/2002,,,55,55,940,Paris,FRA
GBR Championships 2024,47.84,04/04/2024,Men's 100m Freestyle LCM Male,GBR,Great Britain,"RICHARDS, Matthew",M,17/12/2002,,,56,56,939,London,GBR
Berlin Swim Open 2024,47.85,19/04/2024,Men's 100m Freestyle LCM Male,GER,Germany,"SALCHOW, Josha",M,02/07/1999,,,57,57,939,Berlin,GER
ROU Championships 2024,47.86,20/04/2024,Men's 100m Freestyle LCM Male,ROU,Romania,"POPOVICI, David",M,15/09/2004,,,58,58,938,Otopeni,ROU
