meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Japan Inter-College Swimming Competition,55.89,05/09/2024,Women's 100m Freestyle LCM Female,JPN,Japan,"KUBOTA, Riru",F,03/01/2003,,,187,188,791,Tokyo,JPN
Japan Inter-College Swimming Competition,55.89,05/09/2024,Women's 100m Freestyle LCM Female,JPN,Japan,"HIROSHITA, Natsuki",F,19/09/2002,,,187,189,791,Tokyo,JPN
Japan Inter-College Swimming Competition,55.89,05/09/2024,Women's 100m Freestyle LCM Female,JPN,Japan,"OSHIMA, Sakura",F,07/04/2005,,,187,190,791,Tokyo,JPN
Japan Inter-College Swimming Competition,55.90,05/09/2024,Women's 100m Freestyle LCM Female,JPN,Japan,"HIROSHITA, Natsuki",F,19/09/2002,,,191,191,791,Tokyo,JPN
HKG Invitational Trial I,55.90,12/05/2024,Women's 100m Freestyle LCM Female,HKG,"Hong Kong, China","TAM, Hoi Lam",F,21/04/1998,,,191,192,791,Hong Kong,HKG
Japan Open 2024 (50m),55.91,30/11/2024,Women's 100m Freestyle LCM Female,JPN,Japan,"MATSUMOTO, Shiho",F,03/04/2002,,,193,193,791,Tokyo,JPN
Mare Nostrum Canet 2024,55.91,26/05/2024,Women's 100m Freestyle LCM Female,HKG,"Hong Kong, China","TAM, Hoi Lam",F,21/04/1998,,,193,194,791,Canet-en-Roussillon,FRA
11th Asian Age Group Championships 2024 (50m),55.92,26/02/2024,Women's 100m Freestyle LCM Female,HKG,"Hong Kong, China","LI, Sum Yiu",F,15/04/2009,,,195,195,790,Capas,PHI
The National Sports Festival â€“ Swimming Competition,55.93,15/09/2024,Women's 100m Freestyle LCM Female,JPN,Japan,"ENOMOTO, Yuzuki",F,05/12/2007,,,196,196,790,Saga Prefecture,JPN
Japan Inter-College Swimming Competition,55.93,06/09/2024,Women's 100m Freestyle LCM Female,JPN,Japan,"FUNAKOSHI, Saya",F,03/05/2003,,,196,197,790,Tokyo,JPN
2024 China National Swimming Championships,55.93,21/04/2024,Women's 100m Freestyle LCM Female,CHN,People's Republic of China,"YANG, Junxuan",F,26/01/2002,,,196,198,790,Shenzhen,CHN
JPN Trial Olympic 2024,55.93,20/03/2024,Women's 100m Freestyle LCM Female,JPN,Japan,"IMAI, Minori",F,21/03/2001,,,196,199,790,Tokyo,JPN
Japan Inter-College Swimming Competition,55.94,05/09/2024,Women's 100m Freestyle LCM Female,JPN,Japan,"MIZOGUCHI, Ayu",F,20/07/2005,,,200,200,789,Tokyo,JPN
