meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Japan Selection Trial for 19th FINA World Championships 2022,49.36,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"YOSHIDA, Fuyu",M,23/11/1997,,,27,28,858,Tokyo,JPN
19th FINA World Championships Budapest 2022,49.39,18/06/2022,Men's 100m Freestyle LCM Male,CHN,People's Republic of China,"YANG, Jintong",M,18/12/1998,,,29,29,856,Budapest,HUN
Japan Open (50m) 2022,49.40,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"KAWANE, Masahiro",M,18/07/1999,,,30,30,856,Tokyo,JPN
Japan Open (50m) 2022,49.41,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"ITO, Yuma",M,09/05/2000,,,31,31,855,Tokyo,JPN
Japan National Championships 2022 (50m),49.41,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"ISHIZAKI, Keisuke",M,06/08/2000,,,31,32,855,Yokohama,JPN
Japan National Championships 2022 (50m),49.41,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"TANAKA, Taikan",M,25/04/2001,,,31,33,855,Yokohama,JPN
Major Games Qualifier 2023,49.45,23/11/2022,Men's 100m Freestyle LCM Male,SGP,Singapore,"QUAH, Zheng Wen",M,29/09/1996,,,34,34,853,Singapore,SGP
Korean National Trials 2022,49.45,25/03/2022,Men's 100m Freestyle LCM Male,KOR,Republic of Korea,"LEE, Yooyeon",M,04/09/2000,,,34,35,853,Gimcheon,KOR
Japan Selection Trial for 19th FINA World Championships 2022,49.46,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MATSUI, Kosuke",M,28/03/1994,,,36,36,853,Tokyo,JPN
Japan Open (50m) 2022,49.48,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"ITO, Yuma",M,09/05/2000,,,37,37,852,Tokyo,JPN
Japan National Championships 2022 (50m),49.48,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"ISHIZAKI, Keisuke",M,06/08/2000,,,37,38,852,Yokohama,JPN
Japan Open (50m) 2022,49.52,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MANO, Hidenari",M,06/07/2000,,,39,39,850,Tokyo,JPN
5th Islamic Solidarity Games 2022,49.54,17/08/2022,Men's 100m Freestyle LCM Male,UZB,Uzbekistan,"TARASENKO, Aleksey",M,13/05/1999,,,40,40,849,Konya,TUR
Japan Selection Trial for 19th FINA World Championships 2022,49.54,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"ITO, Hayata",M,05/07/1999,,,40,41,849,Tokyo,JPN
Japan Selection Trial for 19th FINA World Championships 2022,49.56,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"NAMBA, Akira",M,23/04/1996,,,42,42,848,Tokyo,JPN
31st Southeast Asian Games 2022,49.57,15/05/2022,Men's 100m Freestyle LCM Male,SGP,Singapore,"QUAH, Zheng Wen",M,29/09/1996,,,43,43,847,Hanoi,VIE
Japan National Championships 2022 (50m),49.58,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MATSUMOTO, Katsuhiro",M,28/02/1997,,,44,44,846,Yokohama,JPN
Japan National Championships 2022 (50m),49.59,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"TAKAHASHI, Kotaro",M,15/03/1994,,,45,45,846,Yokohama,JPN
5th Islamic Solidarity Games 2022,49.61,17/08/2022,Men's 100m Freestyle LCM Male,UZB,Uzbekistan,"TURSUNOV, Khurshidjon",M,05/08/1994,,,46,46,845,Konya,TUR
Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2022,49.61,26/05/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MATSUMOTO, Katsuhiro",M,28/02/1997,,,46,47,845,Barcelona,ESP
Japan National Championships 2022 (50m),49.61,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"FURUKAWA, Hiroki",M,27/08/2000,,,46,48,845,Yokohama,JPN
Japan National Championships 2022 (50m),49.61,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"ITO, Yuma",M,09/05/2000,,,46,49,845,Yokohama,JPN
Japan National Championships 2022 (50m),49.62,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MATSUMOTO, Katsuhiro",M,28/02/1997,,,50,50,844,Yokohama,JPN
TYR Pro Swim Series San Antonio 2022,49.62,02/04/2022,Men's 100m Freestyle LCM Male,UZB,Uzbekistan,"TARASENKO, Aleksey",M,13/05/1999,,,50,51,844,San Antonio,USA
Japan Selection Trial for 19th FINA World Championships 2022,49.62,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MATSUI, Kosuke",M,28/03/1994,,,50,52,844,Tokyo,JPN
Japan National Championships 2022 (50m),49.63,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"NAMBA, Akira",M,23/04/1996,,,53,53,844,Yokohama,JPN
Japan Selection Trial for 19th FINA World Championships 2022,49.64,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"NAKAMURA, Katsumi",M,21/02/1994,,,54,54,843,Tokyo,JPN
Japan Selection Trial for 19th FINA World Championships 2022,49.64,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"GOMI, Tomonobu",M,15/11/2002,,,54,55,843,Tokyo,JPN
Japan National Championships 2022 (50m),49.65,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MIZOHATA, Juran",M,20/04/1998,,,56,56,843,Yokohama,JPN
Japan Selection Trial for 19th FINA World Championships 2022,49.65,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"YOSHIDA, Fuyu",M,23/11/1997,,,56,57,843,Tokyo,JPN
Japan Open (50m) 2022,49.66,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MANO, Hidenari",M,06/07/2000,,,58,58,842,Tokyo,JPN
TYR Pro Swim Series San Antonio 2022,49.66,02/04/2022,Men's 100m Freestyle LCM Male,UZB,Uzbekistan,"TARASENKO, Aleksey",M,13/05/1999,,,58,59,842,San Antonio,USA
Japan National Championships 2022 (50m),49.67,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"SUDA, Yusuke",M,20/09/2001,,,60,60,842,Yokohama,JPN
Japan Selection Trial for 19th FINA World Championships 2022,49.67,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MIZOHATA, Juran",M,20/04/1998,,,60,61,842,Tokyo,JPN
Japan Selection Trial for 19th FINA World Championships 2022,49.67,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"TAKAHASHI, Kotaro",M,15/03/1994,,,60,62,842,Tokyo,JPN
Japan Selection Trial for 19th FINA World Championships 2022,49.68,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"ISHIZAKI, Keisuke",M,06/08/2000,,,63,63,841,Tokyo,JPN
Japan National Championships 2022 (50m),49.69,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"NAMBA, Akira",M,23/04/1996,,,64,64,841,Yokohama,JPN
Japan Open (50m) 2022,49.70,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MATSUMOTO, Shuya",M,10/05/2000,,,65,65,840,Tokyo,JPN
Japan Open (50m) 2022,49.72,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"TANAKA, Taikan",M,25/04/2001,,,66,66,839,Tokyo,JPN
52nd Singapore National Age Group,49.75,16/03/2022,Men's 100m Freestyle LCM Male,SGP,Singapore,"TAN, Jonathan Eu Jin",M,11/03/2002,,,67,67,838,Singapore,SGP
Japan Selection Trial for 19th FINA World Championships 2022,49.75,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"SUDA, Yusuke",M,20/09/2001,,,67,68,838,Tokyo,JPN
Japan Open (50m) 2022,49.76,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"KAWANE, Masahiro",M,18/07/1999,,,69,69,837,Tokyo,JPN
Japan Selection Trial for 19th FINA World Championships 2022,49.76,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"SHIOURA, Shinri",M,26/11/1991,,,69,70,837,Tokyo,JPN
Japan Open (50m) 2022,49.77,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MORI, Takumi",M,05/11/2003,,,71,71,837,Tokyo,JPN
Japan Open (50m) 2022,49.77,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"NAKAMURA, Katsumi",M,21/02/1994,,,71,72,837,Tokyo,JPN
Japan National Championships 2022 (50m),49.78,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"SEKI, Kaiya",M,24/12/1999,,,73,73,836,Yokohama,JPN
Japan Selection Trial for 19th FINA World Championships 2022,49.78,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"EHARA, Naito",M,30/07/1993,,,73,74,836,Tokyo,JPN
Japan Open (50m) 2022,49.79,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"YOSHIDA, Fuyu",M,23/11/1997,,,75,75,836,Tokyo,JPN
Japan National Championships 2022 (50m),49.80,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"ITO, Yuma",M,09/05/2000,,,76,76,835,Yokohama,JPN
Japan Open (50m) 2022,49.82,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MORI, Takumi",M,05/11/2003,,,77,77,834,Tokyo,JPN
Japan Selection Trial for 19th FINA World Championships 2022,49.84,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"KAWANE, Masahiro",M,18/07/1999,,,78,78,833,Tokyo,JPN
22nd Commonwealth Games 2022,49.85,31/07/2022,Men's 100m Freestyle LCM Male,SGP,Singapore,"TAN, Jonathan Eu Jin",M,11/03/2002,,,79,79,833,Birmingham,GBR
Japan National Championships 2022 (50m),49.85,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"SUDA, Yusuke",M,20/09/2001,,,79,80,833,Yokohama,JPN
Japan Open (50m) 2022,49.86,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"KIMOTO, Kenta",M,27/09/2001,,,81,81,832,Tokyo,JPN
Japan Open (50m) 2022,49.88,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"KIMOTO, Kenta",M,27/09/2001,,,82,82,831,Tokyo,JPN
Japan Open (50m) 2022,49.89,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MIZOHATA, Juran",M,20/04/1998,,,83,83,831,Tokyo,JPN
Japan Open (50m) 2022,49.90,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"NAMBA, Akira",M,23/04/1996,,,84,84,830,Tokyo,JPN
Japan Open (50m) 2022,49.91,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MATSUMOTO, Shuya",M,10/05/2000,,,85,85,830,Tokyo,JPN
19th FINA World Championships Budapest 2022,49.92,21/06/2022,Men's 100m Freestyle LCM Male,CHN,People's Republic of China,"YANG, Jintong",M,18/12/1998,,,86,86,829,Budapest,HUN
Korean National Trials 2022,49.92,25/03/2022,Men's 100m Freestyle LCM Male,KOR,Republic of Korea,"KIM, Jihun",M,15/05/2000,,,86,87,829,Gimcheon,KOR
Japan Selection Trial for 19th FINA World Championships 2022,49.92,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"FURUKAWA, Hiroki",M,27/08/2000,,,86,88,829,Tokyo,JPN
9th Vietnam Sports Games,49.94,12/12/2022,Men's 100m Freestyle LCM Male,VIE,Vietnam,"LUONG, Jeremie Loic Nino",M,25/07/2000,,,89,89,828,Hanoi,VIE
9th Vietnam National Games 2022,49.94,12/12/2022,Men's 100m Freestyle LCM Male,VIE,Vietnam,"LUONG, Jeremie Loic Nino",M,25/07/2000,,,89,90,828,Hanoi,VIE
Japan Open (50m) 2022,49.94,01/12/2022,Men's 100m Freestyle LCM Male,KOR,Republic of Korea,"LEE, Yooyeon",M,04/09/2000,,,89,91,828,Tokyo,JPN
Japan Open (50m) 2022,49.94,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"YOSHIDA, Fuyu",M,23/11/1997,,,89,92,828,Tokyo,JPN
Japan National Championships 2022 (50m),49.94,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"SEKI, Kaiya",M,24/12/1999,,,89,93,828,Yokohama,JPN
Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2022,49.95,26/05/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MATSUMOTO, Katsuhiro",M,28/02/1997,,,94,94,828,Barcelona,ESP
Japan National Championships 2022 (50m),49.95,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"FURUKAWA, Hiroki",M,27/08/2000,,,94,95,828,Yokohama,JPN
Japan National Championships 2022 (50m),49.95,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MIZOHATA, Juran",M,20/04/1998,,,94,96,828,Yokohama,JPN
Japan Selection Trial for 19th FINA World Championships 2022,49.95,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"GOMI, Tomonobu",M,15/11/2002,,,94,97,828,Tokyo,JPN
Japan Selection Trial for 19th FINA World Championships 2022,49.96,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"TANAKA, Taikan",M,25/04/2001,,,98,98,827,Tokyo,JPN
Japan Open (50m) 2022,49.98,01/12/2022,Men's 100m Freestyle LCM Male,KOR,Republic of Korea,"LEE, Yooyeon",M,04/09/2000,,,99,99,826,Tokyo,JPN
Korean National Trials 2022,49.98,25/03/2022,Men's 100m Freestyle LCM Male,KOR,Republic of Korea,"KIM, Minjoon",M,11/02/2004,,,99,100,826,Gimcheon,KOR
52nd Singapore National Age Group,49.98,16/03/2022,Men's 100m Freestyle LCM Male,SGP,Singapore,"LEE, Mikkel",M,12/12/2002,,,99,101,826,Singapore,SGP
Japan Open (50m) 2022,49.99,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"SUDA, Yusuke",M,20/09/2001,,,102,102,826,Tokyo,JPN
5th Islamic Solidarity Games 2022,50.00,13/08/2022,Men's 100m Freestyle LCM Male,UZB,Uzbekistan,"TARASENKO, Aleksey",M,13/05/1999,,,103,103,825,Konya,TUR
Japan Selection Trial for 19th FINA World Championships 2022,50.00,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"SEKI, Kaiya",M,24/12/1999,,,103,104,825,Tokyo,JPN
19th FINA World Championships Budapest 2022,50.01,21/06/2022,Men's 100m Freestyle LCM Male,SGP,Singapore,"TAN, Jonathan Eu Jin",M,11/03/2002,,,105,105,825,Budapest,HUN
Japan National Championships 2022 (50m),50.01,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"KAWANE, Masahiro",M,18/07/1999,,,105,106,825,Yokohama,JPN
Japan Open (50m) 2022,50.03,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"NAMBA, Akira",M,23/04/1996,,,107,107,824,Tokyo,JPN
22nd Commonwealth Games 2022,50.03,31/07/2022,Men's 100m Freestyle LCM Male,SGP,Singapore,"TAN, Jonathan Eu Jin",M,11/03/2002,,,107,108,824,Birmingham,GBR
52nd Singapore National Age Group,50.03,16/03/2022,Men's 100m Freestyle LCM Male,SGP,Singapore,"QUAH, Zheng Wen",M,29/09/1996,,,107,109,824,Singapore,SGP
Japan Selection Trial for 19th FINA World Championships 2022,50.04,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"WATANABE, Temma",M,11/09/2002,,,110,110,823,Tokyo,JPN
Major Games Qualifier 2023,50.05,23/11/2022,Men's 100m Freestyle LCM Male,SGP,Singapore,"TAN, Jonathan Eu Jin",M,11/03/2002,,,111,111,823,Singapore,SGP
Japan Open (50m) 2022,50.06,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"KAI, Kousuke",M,13/01/1994,,,112,112,822,Tokyo,JPN
Japan Open (50m) 2022,50.06,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MORI, Takumi",M,05/11/2003,,,112,113,822,Tokyo,JPN
Japan National Championships 2022 (50m),50.07,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"KAI, Kousuke",M,13/01/1994,,,114,114,822,Yokohama,JPN
Japan Selection Trial for 19th FINA World Championships 2022,50.08,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"ITO, Hayata",M,05/07/1999,,,115,115,821,Tokyo,JPN
Japan Open (50m) 2022,50.09,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"TANAKA, Taikan",M,25/04/2001,,,116,116,821,Tokyo,JPN
Japan National Championships 2022 (50m),50.09,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"GOMI, Tomonobu",M,15/11/2002,,,116,117,821,Yokohama,JPN
Japan National Championships 2022 (50m),50.09,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"WATANABE, Temma",M,11/09/2002,,,116,118,821,Yokohama,JPN
Major Games Qualifier 2023,50.10,23/11/2022,Men's 100m Freestyle LCM Male,SGP,Singapore,"TAN, Jonathan Eu Jin",M,11/03/2002,,,119,119,820,Singapore,SGP
31st Southeast Asian Games 2022,50.10,14/05/2022,Men's 100m Freestyle LCM Male,MAS,Malaysia,"KHIEW, Hoe Yean",M,02/09/2002,,,119,120,820,Hanoi,VIE
Japan Open (50m) 2022,50.12,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"TAKAHASHI, Kotaro",M,15/03/1994,,,121,121,819,Tokyo,JPN
Japan National Championships 2022 (50m),50.13,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"TANAKA, Taikan",M,25/04/2001,,,122,122,819,Yokohama,JPN
31st Southeast Asian Games 2022,50.14,15/05/2022,Men's 100m Freestyle LCM Male,SGP,Singapore,"TAN, Jonathan Eu Jin",M,11/03/2002,,,123,123,818,Hanoi,VIE
31st Southeast Asian Games 2022,50.14,15/05/2022,Men's 100m Freestyle LCM Male,VIE,Vietnam,"LUONG, Jeremie Loic Nino",M,25/07/2000,,,123,124,818,Hanoi,VIE
Japan High School Swimming Competition,50.15,18/08/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MATSUI, Riu",M,05/01/2006,,,125,125,818,Kochi,JPN
31st Southeast Asian Games 2022,50.15,15/05/2022,Men's 100m Freestyle LCM Male,SGP,Singapore,"TAN, Jonathan Eu Jin",M,11/03/2002,,,125,126,818,Hanoi,VIE
22nd Commonwealth Games 2022,50.16,30/07/2022,Men's 100m Freestyle LCM Male,SGP,Singapore,"TAN, Jonathan Eu Jin",M,11/03/2002,,,127,127,817,Birmingham,GBR
52nd Singapore National Age Group,50.16,16/03/2022,Men's 100m Freestyle LCM Male,SGP,Singapore,"LEE, Mikkel",M,12/12/2002,,,127,128,817,Singapore,SGP
52nd Singapore National Age Group,50.17,16/03/2022,Men's 100m Freestyle LCM Male,SGP,Singapore,"QUAH, Zheng Wen",M,29/09/1996,,,129,129,817,Singapore,SGP
31st Southeast Asian Games 2022,50.18,14/05/2022,Men's 100m Freestyle LCM Male,SGP,Singapore,"LEE, Mikkel",M,12/12/2002,,,130,130,816,Hanoi,VIE
9th Vietnam National Games 2022,50.19,12/12/2022,Men's 100m Freestyle LCM Male,VIE,Vietnam,"HOANG, Quy Phuoc",M,24/03/1993,,,131,131,816,Hanoi,VIE
9th Vietnam Sports Games,50.19,12/12/2022,Men's 100m Freestyle LCM Male,VIE,Vietnam,"HOANG, Quy Phuoc",M,24/03/1993,,,131,132,816,Hanoi,VIE
Japan Open (50m) 2022,50.20,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MATSUI, Riu",M,05/01/2006,,,133,133,815,Tokyo,JPN
Japan National Championships 2022 (50m),50.20,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"KAWANE, Masahiro",M,18/07/1999,,,133,134,815,Yokohama,JPN
Japan High School Swimming Competition,50.21,18/08/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"MATSUI, Riu",M,05/01/2006,,,135,135,815,Kochi,JPN
22nd Commonwealth Games 2022,50.21,31/07/2022,Men's 100m Freestyle LCM Male,SGP,Singapore,"LEE, Mikkel",M,12/12/2002,,,135,136,815,Birmingham,GBR
Japan National Championships 2022 (50m),50.24,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"GOMI, Tomonobu",M,15/11/2002,,,137,137,814,Yokohama,JPN
Japan Selection Trial for 19th FINA World Championships 2022,50.24,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"OHNISHI, Tsubasa",M,09/08/1999,,,137,138,814,Tokyo,JPN
Japan National Championships 2022 (50m),50.27,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"KAI, Kousuke",M,13/01/1994,,,139,139,812,Yokohama,JPN
Japan National Championships 2022 (50m),50.27,28/04/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"OHNISHI, Tsubasa",M,09/08/1999,,,139,140,812,Yokohama,JPN
Japan Selection Trial for 19th FINA World Championships 2022,50.27,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"SAKATA, Reo",M,01/02/1996,,,139,141,812,Tokyo,JPN
Japan Selection Trial for 19th FINA World Championships 2022,50.29,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"KAI, Kousuke",M,13/01/1994,,,142,142,811,Tokyo,JPN
22nd Commonwealth Games 2022,50.30,31/07/2022,Men's 100m Freestyle LCM Male,SGP,Singapore,"LEE, Mikkel",M,12/12/2002,,,143,143,811,Birmingham,GBR
Japan Selection Trial for 19th FINA World Championships 2022,50.30,02/03/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"ITO, Yuma",M,09/05/2000,,,143,144,811,Tokyo,JPN
Japan Open (50m) 2022,50.31,01/12/2022,Men's 100m Freestyle LCM Male,JPN,Japan,"SUDA, Yusuke",M,20/09/2001,,,145,145,810,Tokyo,JPN
8th FINA World Junior Swimming Championships 2022,50.32,30/08/2022,Men's 100m Freestyle LCM Male,KOR,Republic of Korea,"NOH, Minkyu",M,17/09/2007,,,146,146,810,Lima,PER
